first_name,last_name,phone,region,registration_date,opt_out,source,email_raw,email_valid,source_priority,email,sources,source_count
Alex,Díaz,+15551234567,US,2021-04-01,False,crm,customer9@gmail.com,True,1,customer9@gmail.com,"crm,website",2.0
O'Brien,Brown,+442079460958,EU,2022-05-01,False,crm,customer58@yahoo.com,True,1,customer58@yahoo.com,"crm,website,erp",3.0
André,Brown,+442079460958,EU,2020-08-01,True,crm,customer794@company.com,True,1,customer794@company.com,"crm,website",2.0
Jane,Johnson,5551234567,EU,2020-07-01,False,crm,customer32@company.com,True,1,customer32@company.com,"crm,website",2.0
Sarah,Smith,+15551234567,APAC,2022-08-01,True,crm,customer24@gmail.com,True,1,customer24@gmail.com,"crm,website,erp",3.0
John,Johnson,+15551234567,US,2020-09-01,False,crm,customer94@yahoo.com,True,1,customer94@yahoo.com,"crm,erp",2.0
Jane,Kim,02079460958,APAC,2020-05-01,True,crm,customer540@gmail.com,True,1,customer540@gmail.com,"crm,website",2.0
André,López,5551234567,US,2021-02-01,False,crm,customer439@yahoo.com,True,1,customer439@yahoo.com,"crm,website,erp",3.0
Müller,Díaz,5551234567,EU,2021-03-01,False,crm,customer172@yahoo.com,True,1,customer172@yahoo.com,"crm,website",2.0
Chris,González,02079460958,US,2022-05-01,False,crm,customer783@gmail.com,True,1,customer783@gmail.com,"crm,website",2.0
François,Smith,+15551234567,APAC,2020-09-01,False,crm,customer464@company.com,True,1,customer464@company.com,"crm,website",2.0
Jane,López,+15551234567,EU,2021-09-01,False,crm,customer727@yahoo.com,True,1,customer727@yahoo.com,"crm,website",2.0
Jane,Johnson,5551234567,EU,2023-05-01,False,crm,customer212@company.com,True,1,customer212@company.com,"crm,website",2.0
O'Brien,Díaz,+442079460958,EU,2022-02-01,False,crm,customer46@yahoo.com,True,1,customer46@yahoo.com,"crm,website",2.0
Léa,Wang,+15551234567,US,2023-03-01,True,crm,customer414@gmail.com,True,1,customer414@gmail.com,crm,1.0
Sam,López,5551234567,US,2021-07-01,False,crm,customer14@company.com,True,1,customer14@company.com,"crm,website",2.0
Sam,Kim,5551234567,US,2020-03-01,True,crm,customer485@company.com,True,1,customer485@company.com,"crm,website",2.0
Alex,Jones,+81312345678,US,2021-04-01,False,crm,customer746@company.com,True,1,customer746@company.com,"crm,erp",2.0
François,Johnson,5551234567,APAC,2022-07-01,True,crm,customer516@gmail.com,True,1,customer516@gmail.com,"crm,website",2.0
Sarah,Díaz,5551234567,APAC,2023-03-01,False,crm,customer639@gmail.com,True,1,customer639@gmail.com,"crm,erp",2.0
Maria,Smith,+81312345678,US,2020-01-01,False,crm,customer734@company.com,True,1,customer734@company.com,crm,1.0
Sarah,González,+15551234567,APAC,2021-05-01,False,crm,customer22@yahoo.com,True,1,customer22@yahoo.com,"crm,website",2.0
Maria,Kim,5551234567,EU,2022-09-01,False,crm,customer770@company.com,True,1,customer770@company.com,"crm,website,erp",3.0
Sam,Kim,+81312345678,APAC,2021-08-01,False,crm,customer170@company.com,True,1,customer170@company.com,"crm,website,erp",3.0
Müller,Jones,+81312345678,EU,2023-03-01,False,crm,customer27@gmail.com,True,1,customer27@gmail.com,"crm,website",2.0
José,López,,US,2020-01-01,False,crm,customer512@company.com,True,1,customer512@company.com,"crm,erp",2.0
Maria,Johnson,5551234567,APAC,2021-11-01,True,crm,customer387@gmail.com,True,1,customer387@gmail.com,"crm,website",2.0
Maria,Jones,,EU,2023-06-01,False,crm,customer758@company.com,True,1,customer758@company.com,crm,1.0
Müller,González,02079460958,APAC,2023-01-01,False,crm,customer333@gmail.com,True,1,customer333@gmail.com,crm,1.0
Sam,Williams,+442079460958,US,2020-01-01,False,crm,customer54@gmail.com,True,1,customer54@gmail.com,"crm,website",2.0
John,Brown,02079460958,US,2021-06-01,False,crm,customer76@yahoo.com,True,1,customer76@yahoo.com,"crm,website,erp",3.0
O'Brien,López,+442079460958,EU,2023-07-01,False,crm,customer119@company.com,True,1,customer119@company.com,crm,1.0
François,Jones,5551234567,APAC,2023-08-01,False,crm,customer96@gmail.com,True,1,customer96@gmail.com,"crm,erp",2.0
Léa,Díaz,+15551234567,EU,2021-12-01,False,crm,customer217@yahoo.com,True,1,customer217@yahoo.com,"crm,website",2.0
Maria,González,+442079460958,APAC,2023-09-01,True,crm,customer225@gmail.com,True,1,customer225@gmail.com,"crm,website",2.0
Mike,Wang,+15551234567,APAC,2023-04-01,False,crm,customer511@yahoo.com,True,1,customer511@yahoo.com,"crm,website",2.0
John,López,02079460958,US,2021-03-01,False,crm,customer792@gmail.com,True,1,customer792@gmail.com,"crm,website,erp",3.0
Sarah,Smith,,US,2023-09-01,False,crm,customer489@gmail.com,True,1,customer489@gmail.com,crm,1.0
Pat,Martínez,5551234567,APAC,2020-09-01,False,crm,customer122@company.com,True,1,customer122@company.com,"crm,website",2.0
André,López,,EU,2023-09-01,False,crm,customer704@company.com,True,1,customer704@company.com,crm,1.0
Mike,Kim,5551234567,US,2021-11-01,False,crm,customer463@yahoo.com,True,1,customer463@yahoo.com,"crm,erp",2.0
Müller,Kim,02079460958,EU,2020-10-01,True,crm,customer0@gmail.com,True,1,customer0@gmail.com,"crm,website",2.0
Müller,Williams,+442079460958,US,2023-06-01,False,crm,customer755@company.com,True,1,customer755@company.com,"crm,website,erp",3.0
Sarah,Garcia,,APAC,2022-05-01,False,crm,customer35@company.com,True,1,customer35@company.com,crm,1.0
Sarah,Smith,+81312345678,APAC,2022-12-01,False,crm,customer141@gmail.com,True,1,customer141@gmail.com,"crm,website,erp",3.0
Müller,Martínez,5551234567,US,2020-06-01,True,crm,customer438@gmail.com,True,1,customer438@gmail.com,crm,1.0
Mike,Johnson,+442079460958,US,2023-10-01,True,crm,customer747@gmail.com,True,1,customer747@gmail.com,"crm,website",2.0
Sam,Wang,02079460958,EU,2023-07-01,False,crm,customer207@gmail.com,True,1,customer207@gmail.com,"crm,erp",2.0
Müller,Williams,02079460958,EU,2023-12-01,False,crm,customer710@company.com,True,1,customer710@company.com,crm,1.0
François,Martínez,+15551234567,EU,2021-05-01,True,crm,customer669@gmail.com,True,1,customer669@gmail.com,"crm,website",2.0
Alex,Johnson,02079460958,APAC,2020-06-01,False,crm,customer500@company.com,True,1,customer500@company.com,"crm,website",2.0
Maria,Garcia,+442079460958,EU,2023-09-01,False,crm,customer674@company.com,True,1,customer674@company.com,"crm,website",2.0
François,González,5551234567,US,2021-10-01,True,crm,customer211@yahoo.com,True,1,customer211@yahoo.com,"crm,website",2.0
André,González,5551234567,US,2020-09-01,True,crm,customer465@gmail.com,True,1,customer465@gmail.com,"crm,website,erp",3.0
Maria,Williams,+442079460958,EU,2021-10-01,True,crm,customer81@gmail.com,True,1,customer81@gmail.com,"crm,website,erp",3.0
Alex,Garcia,,APAC,2021-03-01,False,crm,customer448@yahoo.com,True,1,customer448@yahoo.com,crm,1.0
Alex,López,+442079460958,US,2022-03-01,True,crm,customer532@yahoo.com,True,1,customer532@yahoo.com,"crm,website",2.0
Pat,Díaz,+15551234567,US,2021-09-01,False,crm,customer222@gmail.com,True,1,customer222@gmail.com,"crm,website",2.0
O'Brien,González,+81312345678,EU,2021-04-01,False,crm,customer444@gmail.com,True,1,customer444@gmail.com,"crm,website",2.0
Sam,Smith,02079460958,EU,2020-10-01,False,crm,customer582@gmail.com,True,1,customer582@gmail.com,"crm,erp",2.0
John,Smith,5551234567,US,2022-03-01,False,crm,customer301@yahoo.com,True,1,customer301@yahoo.com,"crm,website",2.0
Léa,Brown,+81312345678,APAC,2021-06-01,False,crm,customer233@company.com,True,1,customer233@company.com,"crm,website",2.0
Maria,Kim,+81312345678,US,2022-08-01,False,crm,customer765@gmail.com,True,1,customer765@gmail.com,crm,1.0
François,Wang,+15551234567,,2020-07-01,False,crm,customer549@gmail.com,True,1,customer549@gmail.com,"crm,erp",2.0
Mike,Jones,+15551234567,APAC,2022-12-01,False,crm,customer174@gmail.com,True,1,customer174@gmail.com,"crm,website",2.0
O'Brien,Brown,02079460958,EU,2022-05-01,False,crm,customer224@company.com,True,1,customer224@company.com,"crm,website",2.0
O'Brien,Williams,+15551234567,US,2020-12-01,False,crm,customer75@gmail.com,True,1,customer75@gmail.com,crm,1.0
Sarah,Garcia,5551234567,US,2022-04-01,False,crm,customer159@gmail.com,True,1,customer159@gmail.com,"crm,website",2.0
José,González,+15551234567,EU,2021-07-01,True,crm,customer234@gmail.com,True,1,customer234@gmail.com,"crm,website,erp",3.0
John,Johnson,+15551234567,EU,2022-10-01,False,crm,customer618@gmail.com,True,1,customer618@gmail.com,"crm,website,erp",3.0
Sam,Johnson,5551234567,EU,2023-11-01,False,crm,customer456@gmail.com,True,1,customer456@gmail.com,"crm,website",2.0
Sam,Johnson,+81312345678,US,2020-02-01,False,crm,customer705@gmail.com,True,1,customer705@gmail.com,crm,1.0
José,González,02079460958,APAC,2021-11-01,False,crm,customer243@gmail.com,True,1,customer243@gmail.com,crm,1.0
Alex,González,5551234567,US,2020-07-01,True,crm,customer154@yahoo.com,True,1,customer154@yahoo.com,"crm,website,erp",3.0
Alex,Johnson,+442079460958,APAC,2023-03-01,True,crm,customer338@company.com,True,1,customer338@company.com,"crm,website",2.0
Müller,Díaz,02079460958,US,2021-09-01,False,crm,customer103@yahoo.com,True,1,customer103@yahoo.com,"crm,website",2.0
Chris,Williams,5551234567,US,2022-12-01,False,crm,customer731@company.com,True,1,customer731@company.com,crm,1.0
Léa,Jones,+15551234567,APAC,2021-05-01,False,crm,customer653@company.com,True,1,customer653@company.com,"crm,erp",2.0
Sam,Wang,,APAC,2021-12-01,True,crm,customer683@company.com,True,1,customer683@company.com,crm,1.0
Alex,Brown,02079460958,US,2023-11-01,False,crm,customer435@gmail.com,True,1,customer435@gmail.com,crm,1.0
Chris,Martínez,+442079460958,EU,2022-02-01,False,crm,customer652@yahoo.com,True,1,customer652@yahoo.com,"crm,website",2.0
André,González,5551234567,US,2022-01-01,False,crm,customer176@company.com,True,1,customer176@company.com,"crm,website,erp",3.0
Mike,Williams,+15551234567,APAC,2023-07-01,False,crm,customer331@yahoo.com,True,1,customer331@yahoo.com,"crm,website,erp",3.0
Maria,Jones,+15551234567,APAC,2023-06-01,True,crm,customer342@gmail.com,True,1,customer342@gmail.com,"crm,website,erp",3.0
Sam,Wang,5551234567,EU,2020-05-01,False,crm,customer568@yahoo.com,True,1,customer568@yahoo.com,"crm,website",2.0
Maria,Williams,+81312345678,EU,2022-05-01,False,crm,customer348@gmail.com,True,1,customer348@gmail.com,"crm,website,erp",3.0
Pat,Johnson,,US,2020-07-01,False,crm,customer642@gmail.com,True,1,customer642@gmail.com,crm,1.0
John,Díaz,,APAC,2022-11-01,True,crm,customer208@yahoo.com,True,1,customer208@yahoo.com,"crm,website",2.0
Chris,Jones,02079460958,US,2020-12-01,True,crm,customer663@gmail.com,True,1,customer663@gmail.com,"crm,website",2.0
François,Wang,,EU,2021-02-01,False,crm,customer284@company.com,True,1,customer284@company.com,crm,1.0
Chris,Díaz,,APAC,2022-02-01,False,crm,customer395@company.com,True,1,customer395@company.com,crm,1.0
Léa,Kim,5551234567,US,2022-10-01,False,crm,customer329@company.com,True,1,customer329@company.com,crm,1.0
André,Wang,02079460958,US,2021-02-01,False,crm,customer615@gmail.com,True,1,customer615@gmail.com,"crm,website",2.0
Chris,Johnson,,EU,2021-04-01,False,crm,customer380@company.com,True,1,customer380@company.com,crm,1.0
François,Kim,+15551234567,APAC,2023-05-01,False,crm,customer201@gmail.com,True,1,customer201@gmail.com,"crm,website",2.0
Sam,Brown,,APAC,2021-01-01,False,crm,customer401@company.com,True,1,customer401@company.com,crm,1.0
Chris,Martínez,+15551234567,APAC,2023-09-01,False,crm,customer70@yahoo.com,True,1,customer70@yahoo.com,crm,1.0
Sarah,Brown,5551234567,US,2021-12-01,True,crm,customer519@gmail.com,True,1,customer519@gmail.com,"crm,website",2.0
Sam,Díaz,02079460958,EU,2020-04-01,True,crm,customer276@gmail.com,True,1,customer276@gmail.com,"crm,website",2.0
Müller,Garcia,+442079460958,US,2021-09-01,False,crm,customer319@yahoo.com,True,1,customer319@yahoo.com,"crm,website",2.0
José,Williams,+442079460958,APAC,2023-01-01,False,crm,customer98@company.com,True,1,customer98@company.com,"crm,website",2.0
François,López,02079460958,EU,2021-05-01,True,crm,customer19@yahoo.com,True,1,customer19@yahoo.com,"crm,website",2.0
François,González,+15551234567,EU,2023-10-01,False,crm,customer277@yahoo.com,True,1,customer277@yahoo.com,"crm,website,erp",3.0
Alex,Wang,5551234567,APAC,2021-11-01,False,crm,customer324@gmail.com,True,1,customer324@gmail.com,"crm,website",2.0
Mike,López,+442079460958,APAC,2021-10-01,True,crm,customer788@company.com,True,1,customer788@company.com,"crm,website",2.0
Mike,Wang,5551234567,US,2020-03-01,True,crm,customer358@yahoo.com,True,1,customer358@yahoo.com,"crm,website",2.0
Müller,Brown,+81312345678,APAC,2021-09-01,True,crm,customer413@company.com,True,1,customer413@company.com,"crm,website",2.0
John,Wang,5551234567,US,2020-09-01,True,crm,customer680@company.com,True,1,customer680@company.com,"crm,website",2.0
Müller,Smith,02079460958,US,2022-05-01,False,crm,customer667@yahoo.com,True,1,customer667@yahoo.com,"crm,website",2.0
Léa,López,+81312345678,US,2020-02-01,False,crm,customer620@company.com,True,1,customer620@company.com,"crm,website",2.0
Sarah,Wang,5551234567,US,2023-05-01,False,crm,customer13@yahoo.com,True,1,customer13@yahoo.com,"crm,website",2.0
Sam,Jones,02079460958,EU,2020-10-01,True,crm,customer486@gmail.com,True,1,customer486@gmail.com,"crm,website",2.0
Alex,Garcia,+81312345678,EU,2021-06-01,False,crm,customer515@company.com,True,1,customer515@company.com,"crm,website,erp",3.0
John,González,02079460958,US,2023-05-01,False,crm,customer336@gmail.com,True,1,customer336@gmail.com,"crm,website",2.0
Mike,Garcia,,EU,2021-06-01,False,crm,customer69@gmail.com,True,1,customer69@gmail.com,crm,1.0
Léa,Garcia,+442079460958,APAC,2023-10-01,False,crm,customer686@company.com,True,1,customer686@company.com,"crm,website",2.0
José,Smith,+442079460958,APAC,2022-01-01,False,crm,customer59@company.com,True,1,customer59@company.com,crm,1.0
Chris,López,+81312345678,EU,2020-09-01,False,crm,customer570@gmail.com,True,1,customer570@gmail.com,"crm,website",2.0
Chris,Wang,,,2023-01-01,False,crm,customer327@gmail.com,True,1,customer327@gmail.com,crm,1.0
John,Johnson,,US,2021-09-01,False,crm,customer315@gmail.com,True,1,customer315@gmail.com,crm,1.0
Léa,Kim,+15551234567,EU,2023-02-01,False,crm,customer419@company.com,True,1,customer419@company.com,"crm,website,erp",3.0
John,Garcia,5551234567,EU,2023-01-01,False,crm,customer87@gmail.com,True,1,customer87@gmail.com,"crm,website",2.0
John,Jones,+15551234567,EU,2020-11-01,False,crm,customer111@gmail.com,True,1,customer111@gmail.com,"crm,website,erp",3.0
Alex,Williams,5551234567,US,2023-03-01,False,crm,customer405@gmail.com,True,1,customer405@gmail.com,crm,1.0
Müller,Smith,02079460958,US,2021-06-01,False,crm,customer121@yahoo.com,True,1,customer121@yahoo.com,"crm,website,erp",3.0
Sarah,Williams,+442079460958,US,2020-11-01,False,crm,customer165@gmail.com,True,1,customer165@gmail.com,"crm,website",2.0
John,Johnson,5551234567,US,2020-09-01,False,crm,customer426@gmail.com,True,1,customer426@gmail.com,"crm,website",2.0
Léa,Williams,02079460958,,2023-01-01,False,crm,customer72@gmail.com,True,1,customer72@gmail.com,"crm,website",2.0
José,Martínez,+81312345678,US,2023-10-01,True,crm,customer760@yahoo.com,True,1,customer760@yahoo.com,"crm,website,erp",3.0
Chris,Jones,5551234567,EU,2023-10-01,True,crm,customer600@gmail.com,True,1,customer600@gmail.com,"crm,website",2.0
Alex,Díaz,5551234567,US,2020-08-01,True,crm,customer742@yahoo.com,True,1,customer742@yahoo.com,"crm,erp",2.0
Chris,Johnson,5551234567,US,2020-01-01,False,crm,customer446@company.com,True,1,customer446@company.com,"crm,erp",2.0
Maria,López,02079460958,APAC,2022-07-01,False,crm,customer736@yahoo.com,True,1,customer736@yahoo.com,"crm,website",2.0
Sam,Johnson,+81312345678,US,2023-03-01,False,crm,customer780@gmail.com,True,1,customer780@gmail.com,"crm,website",2.0
Müller,Williams,5551234567,US,2021-09-01,True,crm,customer186@gmail.com,True,1,customer186@gmail.com,"crm,website",2.0
Pat,Martínez,+15551234567,EU,2020-04-01,False,crm,customer66@gmail.com,True,1,customer66@gmail.com,crm,1.0
André,Wang,02079460958,EU,2021-12-01,False,crm,customer750@gmail.com,True,1,customer750@gmail.com,"crm,website,erp",3.0
O'Brien,Johnson,+15551234567,EU,2021-01-01,False,crm,customer167@company.com,True,1,customer167@company.com,"crm,website",2.0
François,Wang,+15551234567,US,2021-07-01,True,crm,customer573@gmail.com,True,1,customer573@gmail.com,"crm,website,erp",3.0
Pat,Martínez,+442079460958,APAC,2023-06-01,True,crm,customer29@company.com,True,1,customer29@company.com,"crm,website",2.0
François,Jones,5551234567,US,2021-03-01,False,crm,customer776@company.com,True,1,customer776@company.com,"crm,website",2.0
Sam,López,+15551234567,US,2021-02-01,True,crm,customer411@gmail.com,True,1,customer411@gmail.com,"crm,website,erp",3.0
O'Brien,Williams,+442079460958,US,2021-04-01,False,crm,customer106@yahoo.com,True,1,customer106@yahoo.com,"crm,website",2.0
Léa,Smith,+81312345678,EU,2022-03-01,False,crm,customer537@gmail.com,True,1,customer537@gmail.com,crm,1.0
Sam,González,+81312345678,US,2023-09-01,False,crm,customer350@company.com,True,1,customer350@company.com,crm,1.0
Pat,Kim,,US,2020-05-19,False,website,customer547@yahoo.com,True,2,customer547@yahoo.com,website,1.0
Maria,Jones,5551234567,APAC,2020-05-20,False,website,customer169@yahoo.com,True,2,customer169@yahoo.com,"website,erp",2.0
Léa,Kim,+81312345678,EU,2020-05-18,True,website,customer136@yahoo.com,True,2,customer136@yahoo.com,website,1.0
John,Martínez,5551234567,APAC,2020-05-15,False,website,customer140@company.com,True,2,customer140@company.com,"website,erp",2.0
François,López,+81312345678,EU,2020-05-19,False,website,customer155@company.com,True,2,customer155@company.com,website,1.0
Alex,Garcia,+15551234567,US,2020-05-18,False,website,customer43@yahoo.com,True,2,customer43@yahoo.com,"website,erp",2.0
Mike,Díaz,02079460958,APAC,2020-05-17,False,website,customer38@company.com,True,2,customer38@company.com,"website,erp",2.0
John,González,02079460958,EU,2020-05-18,False,website,customer753@gmail.com,True,2,customer753@gmail.com,website,1.0
John,Williams,02079460958,EU,2020-05-17,False,website,customer592@yahoo.com,True,2,customer592@yahoo.com,"website,erp",2.0
Sam,Wang,,APAC,2020-05-16,False,website,customer351@gmail.com,True,2,customer351@gmail.com,website,1.0
Alex,Smith,+442079460958,,2020-05-16,False,website,customer477@gmail.com,True,2,customer477@gmail.com,website,1.0
Maria,Smith,02079460958,US,2020-05-16,False,website,customer7@yahoo.com,True,2,customer7@yahoo.com,"website,erp",2.0
Alex,Díaz,+81312345678,EU,2020-05-16,True,website,customer361@yahoo.com,True,2,customer361@yahoo.com,website,1.0
José,Johnson,+81312345678,US,2020-05-18,True,website,customer92@company.com,True,2,customer92@company.com,website,1.0
Pat,Wang,02079460958,EU,2020-05-20,True,website,customer763@yahoo.com,True,2,customer763@yahoo.com,website,1.0
Pat,Williams,+442079460958,APAC,2020-05-25,False,website,customer628@yahoo.com,True,2,customer628@yahoo.com,website,1.0
André,González,+81312345678,EU,2020-05-24,False,website,customer752@company.com,True,2,customer752@company.com,website,1.0
John,Garcia,5551234567,US,2020-05-24,False,website,customer326@company.com,True,2,customer326@company.com,"website,erp",2.0
Mike,Díaz,02079460958,APAC,2020-05-24,True,website,customer604@yahoo.com,True,2,customer604@yahoo.com,"website,erp",2.0
Chris,Johnson,02079460958,APAC,2020-05-23,False,website,customer498@gmail.com,True,2,customer498@gmail.com,website,1.0
Mike,Johnson,+81312345678,EU,2020-05-23,True,website,customer666@gmail.com,True,2,customer666@gmail.com,website,1.0
José,González,+442079460958,EU,2020-05-20,False,website,customer321@gmail.com,True,2,customer321@gmail.com,"website,erp",2.0
Pat,López,,EU,2020-05-23,False,website,customer246@gmail.com,True,2,customer246@gmail.com,website,1.0
John,Johnson,+81312345678,US,2020-05-22,False,website,customer264@gmail.com,True,2,customer264@gmail.com,"website,erp",2.0
André,Jones,5551234567,APAC,2020-05-22,True,website,customer739@yahoo.com,True,2,customer739@yahoo.com,"website,erp",2.0
Pat,Brown,+442079460958,EU,2020-05-22,False,website,customer450@gmail.com,True,2,customer450@gmail.com,website,1.0
Mike,Jones,+81312345678,APAC,2020-05-21,False,website,customer789@gmail.com,True,2,customer789@gmail.com,website,1.0
Maria,Garcia,5551234567,EU,2020-05-21,False,website,customer602@company.com,True,2,customer602@company.com,website,1.0
Pat,Wang,+15551234567,US,2020-05-21,True,website,customer455@company.com,True,2,customer455@company.com,"website,erp",2.0
Mike,González,5551234567,EU,2020-05-23,False,website,customer759@gmail.com,True,2,customer759@gmail.com,website,1.0
Léa,González,+15551234567,EU,2020-05-10,False,website,customer491@company.com,True,2,customer491@company.com,website,1.0
Chris,Martínez,+15551234567,APAC,2020-05-15,False,website,customer244@yahoo.com,True,2,customer244@yahoo.com,"website,erp",2.0
Alex,Díaz,,EU,2020-05-09,True,website,customer751@yahoo.com,True,2,customer751@yahoo.com,website,1.0
Pat,Smith,+442079460958,EU,2020-05-09,False,website,customer720@gmail.com,True,2,customer720@gmail.com,website,1.0
Léa,López,+15551234567,US,2020-05-09,False,website,customer619@yahoo.com,True,2,customer619@yahoo.com,"website,erp",2.0
Léa,Brown,+442079460958,EU,2020-05-08,False,website,customer492@gmail.com,True,2,customer492@gmail.com,website,1.0
John,Williams,,US,2020-05-08,False,website,customer427@yahoo.com,True,2,customer427@yahoo.com,website,1.0
Jane,López,,US,2020-05-08,True,website,customer517@yahoo.com,True,2,customer517@yahoo.com,website,1.0
Müller,Brown,+442079460958,APAC,2020-05-07,False,website,customer2@company.com,True,2,customer2@company.com,website,1.0
Mike,Martínez,02079460958,EU,2020-05-07,False,website,customer733@yahoo.com,True,2,customer733@yahoo.com,website,1.0
Chris,Smith,,EU,2020-05-07,False,website,customer589@yahoo.com,True,2,customer589@yahoo.com,website,1.0
Maria,Johnson,02079460958,EU,2020-05-06,False,website,customer597@gmail.com,True,2,customer597@gmail.com,website,1.0
Maria,González,5551234567,APAC,2020-05-06,False,website,customer293@company.com,True,2,customer293@company.com,website,1.0
Chris,Smith,+81312345678,US,2020-05-06,False,website,customer389@company.com,True,2,customer389@company.com,website,1.0
André,Williams,5551234567,APAC,2020-05-05,False,website,customer452@company.com,True,2,customer452@company.com,website,1.0
François,Brown,,APAC,2020-05-25,False,website,customer624@gmail.com,True,2,customer624@gmail.com,website,1.0
Léa,Kim,+81312345678,US,2020-05-09,False,website,customer332@company.com,True,2,customer332@company.com,website,1.0
Alex,Smith,+81312345678,US,2020-05-10,False,website,customer49@yahoo.com,True,2,customer49@yahoo.com,website,1.0
John,Jones,+442079460958,EU,2020-05-14,True,website,customer272@company.com,True,2,customer272@company.com,"website,erp",2.0
Léa,Brown,5551234567,EU,2020-05-14,True,website,customer353@company.com,True,2,customer353@company.com,"website,erp",2.0
Mike,Kim,02079460958,US,2020-05-14,False,website,customer124@yahoo.com,True,2,customer124@yahoo.com,website,1.0
Maria,Martínez,+442079460958,US,2020-05-13,True,website,customer153@gmail.com,True,2,customer153@gmail.com,"website,erp",2.0
José,Kim,5551234567,APAC,2020-05-13,True,website,customer18@gmail.com,True,2,customer18@gmail.com,"website,erp",2.0
Alex,González,5551234567,APAC,2020-05-13,False,website,customer273@gmail.com,True,2,customer273@gmail.com,website,1.0
John,Martínez,+442079460958,APAC,2020-05-15,False,website,customer449@company.com,True,2,customer449@company.com,website,1.0
Alex,Williams,+81312345678,APAC,2020-05-12,False,website,customer89@company.com,True,2,customer89@company.com,website,1.0
Chris,González,+15551234567,EU,2020-05-11,False,website,customer559@yahoo.com,True,2,customer559@yahoo.com,"website,erp",2.0
Sarah,González,+81312345678,US,2020-05-11,False,website,customer251@company.com,True,2,customer251@company.com,"website,erp",2.0
Sarah,Wang,+442079460958,EU,2020-05-11,False,website,customer579@gmail.com,True,2,customer579@gmail.com,"website,erp",2.0
André,López,+15551234567,US,2020-05-11,False,website,customer271@yahoo.com,True,2,customer271@yahoo.com,"website,erp",2.0
Sam,González,5551234567,US,2020-05-10,False,website,customer581@company.com,True,2,customer581@company.com,website,1.0
Sarah,Williams,+442079460958,US,2020-06-09,True,website,customer253@yahoo.com,True,2,customer253@yahoo.com,website,1.0
Léa,Jones,5551234567,APAC,2020-06-08,True,website,customer580@yahoo.com,True,2,customer580@yahoo.com,website,1.0
François,González,+15551234567,APAC,2020-06-08,True,website,customer627@gmail.com,True,2,customer627@gmail.com,website,1.0
Sam,Williams,5551234567,US,2020-06-08,False,website,customer247@yahoo.com,True,2,customer247@yahoo.com,website,1.0
O'Brien,Williams,+81312345678,US,2020-06-07,False,website,customer535@yahoo.com,True,2,customer535@yahoo.com,website,1.0
Sam,Williams,5551234567,EU,2020-06-07,True,website,customer163@yahoo.com,True,2,customer163@yahoo.com,"website,erp",2.0
Mike,Garcia,02079460958,,2020-06-06,False,website,customer39@gmail.com,True,2,customer39@gmail.com,"website,erp",2.0
Alex,Jones,5551234567,APAC,2020-06-06,False,website,customer366@gmail.com,True,2,customer366@gmail.com,"website,erp",2.0
Müller,Johnson,,US,2020-06-06,False,website,customer706@yahoo.com,True,2,customer706@yahoo.com,website,1.0
François,Martínez,5551234567,EU,2020-06-10,True,website,customer649@yahoo.com,True,2,customer649@yahoo.com,website,1.0
Maria,Brown,5551234567,APAC,2020-06-10,False,website,customer679@yahoo.com,True,2,customer679@yahoo.com,"website,erp",2.0
Pat,Brown,+81312345678,EU,2020-06-10,False,website,customer390@gmail.com,True,2,customer390@gmail.com,"website,erp",2.0
Pat,Johnson,+81312345678,APAC,2020-06-11,False,website,customer614@company.com,True,2,customer614@company.com,website,1.0
Chris,Brown,+81312345678,EU,2020-05-05,False,website,customer572@company.com,True,2,customer572@company.com,website,1.0
José,Smith,5551234567,EU,2020-06-15,False,website,customer550@yahoo.com,True,2,customer550@yahoo.com,website,1.0
Müller,González,+442079460958,EU,2020-06-15,False,website,customer378@gmail.com,True,2,customer378@gmail.com,website,1.0
Alex,Jones,+15551234567,EU,2020-06-14,False,website,customer495@gmail.com,True,2,customer495@gmail.com,website,1.0
Maria,González,02079460958,APAC,2020-06-14,False,website,customer381@gmail.com,True,2,customer381@gmail.com,"website,erp",2.0
John,Johnson,+15551234567,US,2020-06-14,False,website,customer184@yahoo.com,True,2,customer184@yahoo.com,website,1.0
Müller,Wang,+442079460958,US,2020-06-14,False,website,customer205@yahoo.com,True,2,customer205@yahoo.com,website,1.0
Alex,Williams,5551234567,APAC,2020-06-14,False,website,customer410@company.com,True,2,customer410@company.com,website,1.0
Alex,González,5551234567,EU,2020-06-13,False,website,customer701@company.com,True,2,customer701@company.com,website,1.0
O'Brien,Kim,5551234567,US,2020-06-13,True,website,customer541@yahoo.com,True,2,customer541@yahoo.com,website,1.0
Mike,Williams,+442079460958,US,2020-06-13,False,website,customer168@gmail.com,True,2,customer168@gmail.com,website,1.0
André,Jones,+442079460958,APAC,2020-06-12,False,website,customer341@company.com,True,2,customer341@company.com,"website,erp",2.0
Müller,López,+442079460958,APAC,2020-06-11,False,website,customer383@company.com,True,2,customer383@company.com,website,1.0
José,Martínez,02079460958,EU,2020-06-11,False,website,customer316@yahoo.com,True,2,customer316@yahoo.com,"website,erp",2.0
Chris,López,+81312345678,US,2020-06-13,False,website,customer305@company.com,True,2,customer305@company.com,website,1.0
Jane,Martínez,,EU,2020-06-05,True,website,customer270@gmail.com,True,2,customer270@gmail.com,website,1.0
