employee_id,first_name,last_name,email,department,job_title,hire_date,country,employment_type,manager_id
1497,Sharon,Bell,sharon.bell@globaltech.com,Quality Assurance,Software Engineer,2020-06-03,Switzerland,Full-Time,14560
1498,Kenneth,King,kenneth.king@globaltech.com,Legal,Data Scientist,2023-12-21,,Contractor,7454
1499,Angela,Smith,angela.smith@globaltech.com,Finance,Project Manager,2021-12-14,Ireland,Part-Time,8498
1500,Emily,Brown,emily.brown@globaltech.com,Strategy,Systems Administrator,2019-09-11,France,Full-Time,8288
1501,Jose,Henry,jose.henry@globaltech.com,Strategy,Senior Software Engineer,2024-10-04,Australia,Part-Time,6032
1502,Douglas,Clark,douglas.clark@globaltech.com,Customer Success,Sales Director,2019-10-16,Ireland,Contractor,7826
1503,Emily,Moreno,emily.moreno@globaltech.com,Strategy,Data Engineer,2021-09-15,Sweden,Contractor,10460
1504,Thomas,Wilson,thomas.wilson@globaltech.com,Human Resources,Product Manager,2019-11-10,Hong Kong,Full-Time,14456
1505,Helen,Morris,helen.morris@globaltech.com,Strategy,Recruiter,2020-01-18,United States,Contractor,7680
1506,Nicole,Hunter,nicole.hunter@globaltech.com,Human Resources,Data Scientist,2016-06-20,Australia,Full-Time,5289
1507,Dorothy,Thomas,dorothy.thomas@globaltech.com,Marketing,Operations Manager,2024-06-25,Switzerland,Full-Time,6021
1508,Michael,Kennedy,michael.kennedy@globaltech.com,Information Technology,Solutions Architect,2017-09-18,South Korea,Full-Time,10171
1509,Ronald,Mason,ronald.mason@globaltech.com,Engineering,HR Specialist,2017-08-04,India,Part-Time,12713
1510,Brian,Bennett,brian.bennett@globaltech.com,Engineering,Software Engineer,2017-01-11,Singapore,Full-Time,8626
1511,Jennifer,Hicks,jennifer.hicks@globaltech.com,Engineering,Controller,2020-12-08,Germany,Contractor,7907
1512,Patricia,Clark,patricia.clark@globaltech.com,Business Development,Senior Software Engineer,2018-11-14,China,Full-Time,1361
1513,Jeffrey,Torres,jeffrey.torres@globaltech.com,Communications,Quality Assurance Engineer,2024-02-23,Netherlands,Part-Time,8904
1514,Scott,Johnson,scott.johnson@globaltech.com,Business Development,Account Executive,2019-10-09,Canada,Part-Time,11385
1515,Pamela,Allen,pamela.allen@globaltech.com,Customer Success,Sales Director,2020-09-30,France,Part-Time,7680
1516,Douglas,Parker,douglas.parker@globaltech.com,Human Resources,Financial Analyst,2020-01-31,Sweden,Contractor,7199
1517,Benjamin,Campbell,benjamin.campbell@globaltech.com,Information Technology,Accountant,2017-03-27,Germany,Full-Time,6640
1518,Nicholas,Warren,nicholas.warren@globaltech.com,Legal,Sales Director,2017-07-19,Germany,Full-Time,10730
1519,Janet,Lopez,janet.lopez@globaltech.com,Human Resources,QA Lead,2017-04-30,Italy,Part-Time,7310
1520,Alexander,Boyd,alexander.boyd@globaltech.com,Customer Success,HR Specialist,2024-02-17,China,Contractor,13358
1521,Emily,Knox,emily.knox@globaltech.com,DevOps,Data Engineer,2016-12-01,Spain,Full-Time,13353
1522,Eric,Hicks,eric.hicks@globaltech.com,DevOps,HR Specialist,2015-11-10,Brazil,Contractor,12662
1523,Margaret,Campbell,margaret.campbell@globaltech.com,Finance,Marketing Specialist,2024-10-03,Mexico,Part-Time,6740
1524,Laura,Burns,laura.burns@globaltech.com,Data Science,Controller,2016-08-04,Australia,Contractor,7440
1525,Sarah,Lee,sarah.lee@globaltech.com,Product,Software Engineer,2018-11-29,France,Part-Time,13513
1526,Thomas,Rodriguez,thomas.rodriguez@globaltech.com,DevOps,HR Specialist,2022-10-21,Spain,Contractor,7229
1527,Catherine,Bennett,catherine.bennett@globaltech.com,Engineering,Software Engineer,2017-10-14,Japan,Part-Time,7680
1528,Scott,Kemp,scott.kemp@globaltech.com,Product,HR Specialist,2019-04-01,Japan,Part-Time,
1529,Helen,Price,helen.price@globaltech.com,Customer Success,Marketing Specialist,2022-03-15,Australia,Contractor,
1530,Michelle,Ramos,michelle.ramos@globaltech.com,Business Development,Sales Representative,2016-01-24,France,Contractor,14143
1531,Joseph,Allen,joseph.allen@globaltech.com,Communications,Project Manager,2019-10-08,Germany,Full-Time,2847
1532,Christopher,Porter,christopher.porter@globaltech.com,Legal,Analyst,2021-07-23,Singapore,Full-Time,10461
1533,Rebecca,Peterson,rebecca.peterson@globaltech.com,Product,Data Engineer,2019-08-15,Brazil,Full-Time,10518
1534,Jacob,Garrison,jacob.garrison@globaltech.com,Customer Success,Quality Assurance Engineer,2022-06-25,United States,Part-Time,11963
1535,David,Campbell,david.campbell@globaltech.com,Legal,QA Lead,2022-03-18,India,Full-Time,5028
1536,Douglas,Bell,douglas.bell@globaltech.com,DevOps,Controller,2023-11-21,Spain,Contractor,13272
1537,John,Campbell,john.campbell@globaltech.com,Marketing,QA Lead,2017-12-31,United Kingdom,Part-Time,5105
1538,Emma,Cooper,emma.cooper@globaltech.com,Quality Assurance,Staff Engineer,2020-09-20,Ireland,Contractor,4701
1539,Catherine,Thomas,catherine.thomas@globaltech.com,Human Resources,Controller,2024-02-17,Spain,Part-Time,
1540,Katherine,Burns,katherine.burns@globaltech.com,Engineering,Analyst,2022-02-22,Canada,Full-Time,4087
1541,Timothy,Miller,timothy.miller@globaltech.com,Quality Assurance,Senior Software Engineer,2021-04-08,Sweden,Contractor,11305
1542,Stephanie,Harris,stephanie.harris@globaltech.com,Operations,Project Manager,2017-10-22,Brazil,Full-Time,999
1543,Linda,Reyes,linda.reyes@globaltech.com,Customer Success,Recruiter,2016-12-09,Canada,Part-Time,8058
1544,Deborah,Bell,deborah.bell@globaltech.com,Finance,Controller,2018-02-07,South Korea,Contractor,11413
1545,Tyler,Russell,tyler.russell@globaltech.com,Communications,Solutions Architect,2021-11-11,Spain,Full-Time,9032
1546,Stephen,Martin,stephen.martin@globaltech.com,Data Science,Recruiter,2021-06-22,Mexico,Part-Time,7185
1547,Nancy,Lewis,nancy.lewis@globaltech.com,Customer Success,Marketing Manager,2021-02-21,Mexico,Contractor,4165
1548,Charles,Ramos,charles.ramos@globaltech.com,Information Technology,Data Engineer,2021-12-29,Sweden,Contractor,
1549,Michelle,Russell,michelle.russell@globaltech.com,Operations,Financial Analyst,2021-10-09,Spain,Part-Time,10100
1550,Stephen,White,stephen.white@globaltech.com,Customer Success,Sales Director,2017-03-28,Hong Kong,Contractor,6429
1551,Margaret,Phillips,margaret.phillips@globaltech.com,Communications,Project Manager,2024-09-30,Switzerland,Part-Time,11918
1552,Jessica,Taylor,jessica.taylor@globaltech.com,Data Science,HR Manager,2023-02-20,Brazil,Part-Time,984
1553,Nicole,Thomas,nicole.thomas@globaltech.com,Operations,QA Lead,2018-09-08,France,Part-Time,12645
1554,Michelle,Henry,michelle.henry@globaltech.com,Business Development,Marketing Specialist,2016-07-27,India,Part-Time,10556
1555,Henry,Walker,henry.walker@globaltech.com,Quality Assurance,Controller,2016-08-30,Mexico,Contractor,1005
1556,Stephanie,Reed,stephanie.reed@globaltech.com,Sales,Product Manager,2022-10-28,Mexico,Contractor,14021
1557,Jessica,Davis,jessica.davis@globaltech.com,Supply Chain,Data Scientist,2017-01-23,China,Contractor,7279
1558,Paul,Gomez,paul.gomez@globaltech.com,Supply Chain,Analyst,2022-08-04,Singapore,Full-Time,11385
1559,Nicole,Sanchez,nicole.sanchez@globaltech.com,Sales,HR Manager,2016-09-09,Italy,Contractor,11443
1560,Patricia,Reed,patricia.reed@globaltech.com,Communications,HR Manager,2017-07-01,Sweden,Contractor,7984
1561,Patrick,Garcia,patrick.garcia@globaltech.com,Information Technology,Business Analyst,2021-09-05,Brazil,Full-Time,8799
1562,Charles,Hernandez,charles.hernandez@globaltech.com,Information Technology,Financial Analyst,2020-01-22,India,Full-Time,14054
1563,Jerry,Lopez,jerry.lopez@globaltech.com,Supply Chain,Senior Product Manager,2022-10-17,Switzerland,Part-Time,14164
1564,Gary,Lewis,gary.lewis@globaltech.com,Human Resources,Solutions Architect,2021-09-30,Australia,Part-Time,5643
1565,Helen,Russell,helen.russell@globaltech.com,Data Science,Systems Administrator,2023-08-06,Canada,Contractor,4462
1566,Michael,Shelton,michael.shelton@globaltech.com,Strategy,Sales Representative,2024-04-28,Australia,Part-Time,12289
1567,Andrew,Robinson,andrew.robinson@globaltech.com,Sales,Sales Representative,2021-05-24,Ireland,Contractor,6443
1568,Kevin,Gomez,kevin.gomez@globaltech.com,Engineering,Staff Engineer,2018-12-17,United States,Contractor,8324
1569,Angela,Rodriguez,angela.rodriguez@globaltech.com,Supply Chain,Systems Administrator,2020-06-02,Spain,Full-Time,4145
1570,Samantha,Rodriguez,samantha.rodriguez@globaltech.com,Quality Assurance,Marketing Manager,2023-05-10,Japan,Full-Time,8763
1571,John,Thompson,john.thompson@globaltech.com,Marketing,Consultant,2020-06-28,Hong Kong,Part-Time,9826
1572,Michael,Scott,michael.scott@globaltech.com,Business Development,Systems Administrator,2018-11-20,Mexico,Part-Time,5804
1573,Jose,Thomas,jose.thomas@globaltech.com,Manufacturing,Product Manager,2016-07-13,Japan,Full-Time,2651
1574,Eric,Dixon,eric.dixon@globaltech.com,Communications,Data Engineer,2020-07-09,United Kingdom,Part-Time,5573
1575,Sarah,Reeves,sarah.reeves@globaltech.com,Manufacturing,Project Manager,2016-07-03,Hong Kong,Part-Time,3395
1576,Sharon,Allen,sharon.allen@globaltech.com,Customer Success,Controller,2023-01-15,Australia,Full-Time,3167
1577,Scott,Murphy,scott.murphy@globaltech.com,Finance,HR Manager,2018-12-14,Ireland,Contractor,9523
1578,Paul,Brown,paul.brown@globaltech.com,Quality Assurance,Sales Representative,2017-11-09,Japan,Part-Time,7177
1579,Paul,Robinson,paul.robinson@globaltech.com,Finance,Analyst,2019-04-26,South Korea,Full-Time,2745
1580,Ronald,King,ronald.king@globaltech.com,Product,HR Manager,2022-07-19,Italy,Part-Time,1801
1581,Edward,Ramirez,edward.ramirez@globaltech.com,Product,Quality Assurance Engineer,2019-12-14,Sweden,Full-Time,9305
1582,Henry,Kemp,henry.kemp@globaltech.com,Data Science,Project Manager,2015-03-21,Sweden,Contractor,831
1583,Barbara,Perez,barbara.perez@globaltech.com,Business Development,Solutions Architect,2015-03-28,Singapore,Part-Time,13987
1584,Thomas,Brown,thomas.brown@globaltech.com,Product,Analyst,2024-09-11,Singapore,Part-Time,1407
1585,Aaron,Lopez,aaron.lopez@globaltech.com,Product,Controller,2017-06-22,Mexico,Contractor,8295
1586,Sharon,Murphy,sharon.murphy@globaltech.com,Operations,QA Lead,2018-06-15,Italy,Part-Time,2973
1587,Deborah,Mason,deborah.mason@globaltech.com,Engineering,Financial Analyst,2023-01-23,China,Contractor,10355
1588,Raymond,Hicks,raymond.hicks@globaltech.com,Product,Marketing Specialist,2020-06-09,Italy,Contractor,4747
1589,Stephanie,Lopez,stephanie.lopez@globaltech.com,Manufacturing,Software Engineer,2016-02-02,India,Contractor,8906
1590,Jennifer,Reyes,jennifer.reyes@globaltech.com,Engineering,QA Lead,2021-06-22,Switzerland,Contractor,2261
1591,Jerry,Edwards,jerry.edwards@globaltech.com,Quality Assurance,HR Specialist,2024-08-31,United States,Part-Time,6370
1592,Richard,Murphy,richard.murphy@globaltech.com,Human Resources,Analyst,2022-02-24,United Kingdom,Full-Time,4788
1593,Linda,Henry,linda.henry@globaltech.com,Information Technology,Software Engineer,2018-01-18,Brazil,Contractor,14514
1594,Angela,Knox,angela.knox@globaltech.com,Supply Chain,Data Engineer,2016-04-02,,Part-Time,11963
1595,James,Peterson,james.peterson@globaltech.com,Human Resources,Systems Administrator,2024-04-08,Spain,Full-Time,5040
1596,Amanda,Wright,amanda.wright@globaltech.com,Business Development,Operations Manager,2022-05-25,Brazil,Part-Time,4544
1597,Donald,Reed,donald.reed@globaltech.com,Manufacturing,Sales Director,2023-07-03,Japan,Part-Time,197
1598,Tyler,Lewis,tyler.lewis@globaltech.com,DevOps,Data Analyst,2016-11-25,United States,Part-Time,10964
1599,Deborah,Rodriguez,deborah.rodriguez@globaltech.com,DevOps,Account Executive,2019-06-29,Hong Kong,Full-Time,1927
1600,Kimberly,Morgan,kimberly.morgan@globaltech.com,Customer Success,Staff Engineer,2015-06-21,Canada,Part-Time,2718
1601,Michelle,Edwards,michelle.edwards@globaltech.com,Strategy,Marketing Specialist,2024-07-12,Hong Kong,Contractor,7468
1602,Brandon,Scott,brandon.scott@globaltech.com,Finance,Solutions Architect,2023-12-25,,Contractor,
1603,Anthony,Kemp,anthony.kemp@globaltech.com,Information Technology,Software Engineer,2016-05-13,Australia,Part-Time,5730
1604,Katherine,Hunter,katherine.hunter@globaltech.com,Customer Success,Quality Assurance Engineer,2024-07-08,Spain,Part-Time,145
1605,Christopher,King,christopher.king@globaltech.com,Information Technology,Financial Analyst,2018-10-18,Spain,Contractor,6594
1606,Lisa,Thompson,lisa.thompson@globaltech.com,Marketing,Sales Director,2024-05-20,Singapore,Full-Time,2238
1607,Kathleen,Mason,kathleen.mason@globaltech.com,Marketing,Data Scientist,2020-07-25,Brazil,Contractor,7112
1608,David,Ramirez,david.ramirez@globaltech.com,Data Science,Recruiter,2017-08-29,Switzerland,Full-Time,7549
1609,Christine,Kemp,christine.kemp@globaltech.com,Finance,QA Lead,2017-03-16,Italy,Part-Time,5144
1610,Henry,Hernandez,henry.hernandez@globaltech.com,Quality Assurance,Marketing Manager,2016-04-27,Netherlands,Full-Time,13054
1611,Kenneth,Bennett,kenneth.bennett@globaltech.com,Business Development,Senior Product Manager,2023-06-18,South Korea,Part-Time,
1612,Helen,Gordon,helen.gordon@globaltech.com,Customer Success,Accountant,2018-04-25,Sweden,Contractor,8324
1613,Steven,Kennedy,steven.kennedy@globaltech.com,Quality Assurance,Controller,2024-10-15,Sweden,Part-Time,11876
1614,Jose,Taylor,jose.taylor@globaltech.com,Marketing,Data Analyst,2015-05-01,Spain,Part-Time,5402
1615,Steven,Harris,steven.harris@globaltech.com,Human Resources,Data Scientist,2017-03-14,China,Part-Time,4272
1616,Andrew,Murphy,andrew.murphy@globaltech.com,Communications,Data Engineer,2017-06-02,Netherlands,Contractor,7158
1617,Jonathan,Bell,jonathan.bell@globaltech.com,Marketing,Sales Director,2016-09-02,Switzerland,Full-Time,1407
1618,Dennis,Clark,dennis.clark@globaltech.com,DevOps,Sales Representative,2022-04-11,Brazil,Part-Time,10159
1619,Kimberly,Anderson,kimberly.anderson@globaltech.com,DevOps,Solutions Architect,2016-10-18,Australia,Part-Time,5316
1620,Alexander,Thompson,alexander.thompson@globaltech.com,Supply Chain,Product Manager,2021-03-03,Spain,Contractor,8020
1621,Kenneth,King,kenneth.king@globaltech.com,Legal,Operations Manager,2024-05-15,Italy,Part-Time,7283
1622,Tyler,Torres,tyler.torres@globaltech.com,Engineering,Sales Representative,2021-01-23,France,Full-Time,6080
1623,Laura,Cooper,laura.cooper@globaltech.com,Business Development,Data Analyst,2017-05-17,United States,Contractor,6618
1624,Helen,Gonzalez,helen.gonzalez@globaltech.com,Quality Assurance,Operations Manager,2022-09-01,Switzerland,Part-Time,8799
1625,Anna,Smith,anna.smith@globaltech.com,Human Resources,Senior Product Manager,2023-08-25,Japan,Full-Time,6674
1626,Edward,Ramos,edward.ramos@globaltech.com,Product,HR Specialist,2021-09-07,Italy,Part-Time,11575
1627,Barbara,Morris,barbara.morris@globaltech.com,Communications,Quality Assurance Engineer,2021-10-21,Canada,Full-Time,2480
1628,Amy,Perez,amy.perez@globaltech.com,Business Development,HR Manager,2018-09-26,Switzerland,Full-Time,4747
1629,Margaret,Garcia,margaret.garcia@globaltech.com,Marketing,Consultant,2015-05-08,Mexico,Contractor,9527
1630,Kathleen,Peterson,kathleen.peterson@globaltech.com,Data Science,Analyst,2024-04-12,Hong Kong,Contractor,999
1631,Thomas,Johnson,thomas.johnson@globaltech.com,Strategy,Operations Manager,2018-02-13,India,Contractor,13
1632,Daniel,Hunter,daniel.hunter@globaltech.com,Operations,Data Analyst,2021-09-04,Australia,Full-Time,
1633,Elizabeth,Perez,elizabeth.perez@globaltech.com,DevOps,HR Specialist,2015-05-15,Sweden,Full-Time,
1634,Sandra,Hicks,sandra.hicks@globaltech.com,Sales,Consultant,2020-03-01,Mexico,Full-Time,
1635,Brian,Garcia,brian.garcia@globaltech.com,Quality Assurance,Marketing Specialist,2021-05-07,Mexico,Part-Time,6460
1636,Gregory,Hunter,gregory.hunter@globaltech.com,Quality Assurance,Account Executive,2019-05-14,Spain,Contractor,8315
1637,Dorothy,Phillips,dorothy.phillips@globaltech.com,Human Resources,Project Manager,2024-06-07,France,Part-Time,2647
1638,Adam,Sanchez,adam.sanchez@globaltech.com,Operations,HR Specialist,2022-09-24,Singapore,Contractor,5158
1639,Laura,Williams,laura.williams@globaltech.com,Product,Senior Product Manager,2022-08-09,Australia,Full-Time,1245
1640,Kathleen,Russell,kathleen.russell@globaltech.com,Human Resources,Operations Manager,2021-09-01,Ireland,Part-Time,10898
1641,Anthony,Moreno,anthony.moreno@globaltech.com,Business Development,Senior Software Engineer,2021-06-18,Brazil,Part-Time,
1642,Laura,Fox,laura.fox@globaltech.com,Legal,Analyst,2016-01-24,Germany,Full-Time,14153
1643,William,Warren,william.warren@globaltech.com,Finance,Software Engineer,2019-01-04,Canada,Part-Time,4473
1644,Deborah,Crawford,deborah.crawford@globaltech.com,Legal,Project Manager,2023-03-24,India,Full-Time,11963
1645,Patrick,Young,patrick.young@globaltech.com,Operations,HR Specialist,2016-06-22,United States,Contractor,12232
1646,Ryan,Lopez,ryan.lopez@globaltech.com,Operations,Accountant,2020-08-12,Canada,Full-Time,14701
1647,Jason,Fox,jason.fox@globaltech.com,Customer Success,HR Specialist,2023-11-03,United States,Contractor,6813
1648,Raymond,Moreno,raymond.moreno@globaltech.com,Legal,Systems Administrator,2019-10-09,Hong Kong,Full-Time,10140
1649,Gregory,Anderson,gregory.anderson@globaltech.com,Data Science,Software Engineer,2016-06-19,Singapore,Part-Time,14054
1650,Jessica,Cooper,jessica.cooper@globaltech.com,Operations,Controller,2017-01-16,Netherlands,Contractor,8818
1651,Patrick,Sanchez,patrick.sanchez@globaltech.com,Business Development,Solutions Architect,2018-03-23,Ireland,Full-Time,3027
1652,Carol,Ramirez,carol.ramirez@globaltech.com,Operations,Data Engineer,2016-11-24,Canada,Full-Time,2651
1653,Ryan,Nickerson,ryan.nickerson@globaltech.com,Information Technology,Accountant,2024-07-12,Italy,Full-Time,5138
1654,Ronald,Mason,ronald.mason@globaltech.com,Human Resources,Account Executive,2022-02-13,Canada,Part-Time,14967
1655,Henry,Brown,henry.brown@globaltech.com,Communications,Systems Administrator,2018-02-09,Mexico,Full-Time,3698
1656,Nicholas,Stevens,nicholas.stevens@globaltech.com,Marketing,Software Engineer,2017-04-09,India,Contractor,14994
1657,Stephanie,Stevens,stephanie.stevens@globaltech.com,Data Science,Data Analyst,2021-05-05,Netherlands,Part-Time,6080
1658,Debra,Martin,debra.martin@globaltech.com,Finance,Data Engineer,2015-12-06,China,Contractor,2023
1659,Richard,Shelton,richard.shelton@globaltech.com,DevOps,Consultant,2019-10-17,Netherlands,Part-Time,9914
1660,Cynthia,Burns,cynthia.burns@globaltech.com,Customer Success,Data Analyst,2019-05-06,Singapore,Part-Time,2213
1661,Douglas,Miller,douglas.miller@globaltech.com,Strategy,QA Lead,2020-06-25,Germany,Full-Time,6328
1662,Sarah,Crawford,sarah.crawford@globaltech.com,Manufacturing,Project Manager,2021-03-19,Brazil,Contractor,6640
1663,Robert,Moreno,robert.moreno@globaltech.com,Customer Success,QA Lead,2022-12-25,Sweden,Contractor,562
1664,Jason,Williams,jason.williams@globaltech.com,Business Development,Marketing Specialist,2015-07-18,Canada,Part-Time,1058
1665,Benjamin,Bennett,benjamin.bennett@globaltech.com,Supply Chain,Product Manager,2023-04-27,United States,Contractor,11693
1666,Ronald,Collins,ronald.collins@globaltech.com,Customer Success,Financial Analyst,2019-08-29,Canada,Contractor,4302
1667,Debra,Murphy,debra.murphy@globaltech.com,Operations,Senior Software Engineer,2022-09-02,United Kingdom,Full-Time,1716
1668,Andrew,Bell,andrew.bell@globaltech.com,Product,Sales Representative,2023-11-11,Germany,Contractor,10518
1669,David,Bennett,david.bennett@globaltech.com,Product,Senior Software Engineer,2023-12-25,Australia,Contractor,5870
1670,Helen,Garrison,helen.garrison@globaltech.com,Engineering,HR Specialist,2017-05-27,United States,Full-Time,7664
1671,Peter,Miller,peter.miller@globaltech.com,Finance,Consultant,2023-03-02,Germany,Part-Time,11693
1672,Anthony,Walker,anthony.walker@globaltech.com,Business Development,Product Manager,2016-04-05,Sweden,Contractor,10142
1673,Joshua,Cooper,joshua.cooper@globaltech.com,Sales,Account Executive,2020-02-03,Spain,Full-Time,10769
1674,Jason,Perez,jason.perez@globaltech.com,Quality Assurance,Controller,2023-10-01,China,Full-Time,
1675,Carol,Smith,carol.smith@globaltech.com,Operations,Operations Manager,2022-08-23,Germany,Contractor,778
1676,Karen,Dixon,karen.dixon@globaltech.com,Strategy,Quality Assurance Engineer,2017-10-15,Brazil,Part-Time,4145
1677,Tyler,Henry,tyler.henry@globaltech.com,Legal,Product Manager,2020-01-11,Canada,Contractor,10320
1678,Dennis,Lopez,dennis.lopez@globaltech.com,Business Development,Systems Administrator,2022-08-23,Australia,Contractor,10317
1679,Cynthia,Garcia,cynthia.garcia@globaltech.com,Engineering,Data Engineer,2018-04-04,Canada,Full-Time,1005
1680,Kimberly,Morris,kimberly.morris@globaltech.com,Engineering,Product Manager,2015-01-20,Mexico,Contractor,
1681,David,Scott,david.scott@globaltech.com,Communications,Recruiter,2015-06-30,Italy,Part-Time,1263
1682,Lisa,Price,lisa.price@globaltech.com,Quality Assurance,Marketing Specialist,2016-07-22,Hong Kong,Contractor,3728
1683,Anna,Brown,anna.brown@globaltech.com,Strategy,Recruiter,2018-12-20,Canada,Part-Time,8244
1684,Jeffrey,Brown,jeffrey.brown@globaltech.com,Human Resources,Solutions Architect,2023-12-31,Canada,Part-Time,1076
1685,Shirley,Moreno,shirley.moreno@globaltech.com,Engineering,Senior Product Manager,2024-05-05,China,Full-Time,1018
1686,Aaron,Garcia,aaron.garcia@globaltech.com,DevOps,Data Analyst,2015-04-01,Italy,Full-Time,9464
1687,Kevin,Lopez,kevin.lopez@globaltech.com,Sales,Data Engineer,2022-09-05,Spain,Part-Time,95
1688,Barbara,Crawford,barbara.crawford@globaltech.com,Engineering,Quality Assurance Engineer,2019-12-04,United States,Part-Time,5461
1689,Laura,Kemp,laura.kemp@globaltech.com,Engineering,Marketing Manager,2016-07-21,China,Full-Time,
1690,Angela,Thompson,angela.thompson@globaltech.com,Product,HR Specialist,2022-01-24,Canada,Contractor,10669
1691,Emma,Stevens,emma.stevens@globaltech.com,Finance,Senior Product Manager,2021-07-30,United Kingdom,Part-Time,7537
1692,Matthew,Kennedy,matthew.kennedy@globaltech.com,Communications,Consultant,2017-05-04,South Korea,Contractor,10142
1693,Margaret,Rodriguez,margaret.rodriguez@globaltech.com,DevOps,HR Specialist,2017-07-25,South Korea,Full-Time,10942
1694,Stephen,Hicks,stephen.hicks@globaltech.com,Communications,Marketing Manager,2016-03-12,Ireland,Part-Time,3751
1695,Elizabeth,Rogers,elizabeth.rogers@globaltech.com,Finance,Account Executive,2015-05-18,South Korea,Part-Time,7893
1696,Linda,Hunter,linda.hunter@globaltech.com,Marketing,Solutions Architect,2023-12-17,United Kingdom,Part-Time,10830
1697,Helen,Gomez,helen.gomez@globaltech.com,Quality Assurance,Systems Administrator,2015-06-18,Brazil,Contractor,11860
1698,Sandra,Kennedy,sandra.kennedy@globaltech.com,Data Science,Software Engineer,2024-06-09,France,Contractor,691
1699,Raymond,Anderson,raymond.anderson@globaltech.com,Data Science,Staff Engineer,2018-10-27,Italy,Contractor,14186
1700,Jennifer,Mason,jennifer.mason@globaltech.com,Product,Product Manager,2018-12-20,Singapore,Full-Time,11552
1701,Janet,Anderson,janet.anderson@globaltech.com,Finance,QA Lead,2022-08-19,Canada,Contractor,6978
1702,Katherine,Morgan,katherine.morgan@globaltech.com,Strategy,Senior Software Engineer,2015-05-16,Brazil,Part-Time,7841
1703,Jose,Bell,jose.bell@globaltech.com,Communications,Controller,2023-09-18,Sweden,Part-Time,4141
1704,Sandra,Robinson,sandra.robinson@globaltech.com,Marketing,Consultant,2023-09-13,France,Full-Time,8160
1705,Sharon,Hernandez,sharon.hernandez@globaltech.com,Customer Success,Senior Product Manager,2020-01-15,India,Full-Time,14189
1706,Samuel,Russell,samuel.russell@globaltech.com,Data Science,Software Engineer,2020-10-26,United States,Full-Time,12384
1707,Nicole,Torres,nicole.torres@globaltech.com,Human Resources,Staff Engineer,2019-01-20,Japan,Part-Time,2568
1708,Jacob,Smith,jacob.smith@globaltech.com,Supply Chain,HR Manager,2024-07-04,United Kingdom,Full-Time,11648
1709,Janet,Morris,janet.morris@globaltech.com,Business Development,HR Manager,2016-08-12,Brazil,Part-Time,
1710,Jacob,Hernandez,jacob.hernandez@globaltech.com,Product,Marketing Specialist,2015-12-08,South Korea,Full-Time,
1711,Kimberly,Henry,kimberly.henry@globaltech.com,Quality Assurance,Recruiter,2021-11-25,Spain,Part-Time,10871
1712,Tyler,Reeves,tyler.reeves@globaltech.com,Manufacturing,Marketing Manager,2023-08-23,Hong Kong,Contractor,4141
1713,Adam,Williams,adam.williams@globaltech.com,Strategy,Business Analyst,2023-05-22,Ireland,Contractor,14021
1714,Patrick,Morgan,patrick.morgan@globaltech.com,Data Science,HR Specialist,2019-04-18,Italy,Part-Time,4141
1715,Dennis,Kemp,dennis.kemp@globaltech.com,Marketing,Software Engineer,2018-12-19,United Kingdom,Full-Time,6436
1716,Karen,Davis,karen.davis@globaltech.com,Supply Chain,Software Engineer,2021-04-04,India,Part-Time,9668
1717,Anthony,Martin,anthony.martin@globaltech.com,Human Resources,Software Engineer,2024-08-17,Hong Kong,Contractor,
1718,Sharon,Edwards,sharon.edwards@globaltech.com,Business Development,Accountant,2022-06-23,Japan,Full-Time,12822
1719,Laura,King,laura.king@globaltech.com,Legal,QA Lead,2015-02-04,Singapore,Contractor,13998
1720,Brian,Scott,brian.scott@globaltech.com,Human Resources,Financial Analyst,2020-04-03,Netherlands,Contractor,12547
1721,Mary,Jones,mary.jones@globaltech.com,Finance,Systems Administrator,2020-02-20,Spain,Full-Time,
1722,Ronald,Taylor,ronald.taylor@globaltech.com,Business Development,Systems Administrator,2024-08-10,Japan,Full-Time,5132
1723,Ryan,Burns,ryan.burns@globaltech.com,Strategy,Project Manager,2021-08-05,India,Contractor,1744
1724,David,Murphy,david.murphy@globaltech.com,Strategy,Systems Administrator,2018-01-21,United Kingdom,Contractor,13828
1725,Sharon,Rogers,sharon.rogers@globaltech.com,Human Resources,Data Engineer,2019-09-08,Spain,Full-Time,
1726,Linda,Williams,linda.williams@globaltech.com,Engineering,Quality Assurance Engineer,2019-03-16,Brazil,Part-Time,13723
1727,Emma,Sanchez,emma.sanchez@globaltech.com,Strategy,Data Analyst,2018-09-12,Australia,Contractor,
1728,Dorothy,Bennett,dorothy.bennett@globaltech.com,Operations,Recruiter,2020-01-04,Australia,Contractor,8305
1729,Larry,Torres,larry.torres@globaltech.com,Customer Success,Accountant,2020-07-12,Switzerland,Contractor,1021
1730,Matthew,Jones,matthew.jones@globaltech.com,Legal,Senior Software Engineer,2020-04-18,Netherlands,Part-Time,13517
1731,Amanda,Johnson,amanda.johnson@globaltech.com,Data Science,Business Analyst,2017-11-03,Italy,Full-Time,2851
1732,Sandra,Thomas,sandra.thomas@globaltech.com,Communications,QA Lead,2019-11-26,Switzerland,Part-Time,
1733,Sandra,Martinez,sandra.martinez@globaltech.com,Human Resources,Accountant,2021-05-29,Germany,Full-Time,7433
